"id","building_type_id","area_tier","discipline","lod","rate_per_sq_ft","updated_at","updated_by"
"327","3","10k-20k","structure","lod350","0.163","""2025-10-13T19:48:59.300Z""",
"328","3","10k-20k","structure","lod350plus","0.188","""2025-10-13T19:48:59.300Z""",
"329","3","10k-20k","mepf","lod200","0.075","""2025-10-13T19:48:59.300Z""",
"330","3","10k-20k","mepf","lod300","0.100","""2025-10-13T19:48:59.300Z""",
"331","3","10k-20k","mepf","lod350","0.113","""2025-10-13T19:48:59.300Z""",
"332","3","10k-20k","mepf","lod350plus","0.125","""2025-10-13T19:48:59.300Z""",
"333","3","10k-20k","site","lod200","0.038","""2025-10-13T19:48:59.300Z""",
"334","3","10k-20k","site","lod300","0.040","""2025-10-13T19:48:59.300Z""",
"335","3","10k-20k","site","lod350","0.045","""2025-10-13T19:48:59.300Z""",
"336","3","10k-20k","site","lod350plus","0.058","""2025-10-13T19:48:59.300Z""",
"337","3","20k-30k","architecture","lod200","0.622","""2025-10-13T19:48:59.300Z""",
"338","3","20k-30k","architecture","lod300","0.829","""2025-10-13T19:48:59.300Z""",
"339","3","20k-30k","architecture","lod350","0.989","""2025-10-13T19:48:59.300Z""",
"340","3","20k-30k","architecture","lod350plus","1.124","""2025-10-13T19:48:59.300Z""",
"341","3","20k-30k","structure","lod200","0.088","""2025-10-13T19:48:59.300Z""",
"342","3","20k-30k","structure","lod300","0.138","""2025-10-13T19:48:59.300Z""",
"343","3","20k-30k","structure","lod350","0.150","""2025-10-13T19:48:59.300Z""",
"344","3","20k-30k","structure","lod350plus","0.175","""2025-10-13T19:48:59.300Z""",
"345","3","20k-30k","mepf","lod200","0.075","""2025-10-13T19:48:59.300Z""",
"346","3","20k-30k","mepf","lod300","0.100","""2025-10-13T19:48:59.300Z""",
"347","3","20k-30k","mepf","lod350","0.113","""2025-10-13T19:48:59.300Z""",
"348","3","20k-30k","mepf","lod350plus","0.125","""2025-10-13T19:48:59.300Z""",
"349","3","20k-30k","site","lod200","0.038","""2025-10-13T19:48:59.300Z""",
"350","3","20k-30k","site","lod300","0.040","""2025-10-13T19:48:59.300Z""",
"351","3","20k-30k","site","lod350","0.045","""2025-10-13T19:48:59.300Z""",
"352","3","20k-30k","site","lod350plus","0.058","""2025-10-13T19:48:59.300Z""",
"353","3","30k-40k","architecture","lod200","0.506","""2025-10-13T19:48:59.300Z""",
"354","3","30k-40k","architecture","lod300","0.690","""2025-10-13T19:48:59.300Z""",
"355","3","30k-40k","architecture","lod350","0.833","""2025-10-13T19:48:59.300Z""",
"356","3","30k-40k","architecture","lod350plus","0.948","""2025-10-13T19:48:59.300Z""",
"357","3","30k-40k","structure","lod200","0.060","""2025-10-13T19:48:59.300Z""",
"358","3","30k-40k","structure","lod300","0.100","""2025-10-13T19:48:59.300Z""",
"359","3","30k-40k","structure","lod350","0.110","""2025-10-13T19:48:59.300Z""",
"360","3","30k-40k","structure","lod350plus","0.130","""2025-10-13T19:48:59.300Z""",
"361","3","30k-40k","mepf","lod200","0.060","""2025-10-13T19:48:59.300Z""",
"362","3","30k-40k","mepf","lod300","0.080","""2025-10-13T19:48:59.300Z""",
"363","3","30k-40k","mepf","lod350","0.090","""2025-10-13T19:48:59.300Z""",
"364","3","30k-40k","mepf","lod350plus","0.100","""2025-10-13T19:48:59.300Z""",
"365","3","30k-40k","site","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"366","3","30k-40k","site","lod300","0.030","""2025-10-13T19:48:59.300Z""",
"367","3","30k-40k","site","lod350","0.034","""2025-10-13T19:48:59.300Z""",
"368","3","30k-40k","site","lod350plus","0.042","""2025-10-13T19:48:59.300Z""",
"369","3","40k-50k","architecture","lod200","0.420","""2025-10-13T19:48:59.300Z""",
"370","3","40k-50k","architecture","lod300","0.580","""2025-10-13T19:48:59.300Z""",
"371","3","40k-50k","architecture","lod350","0.700","""2025-10-13T19:48:59.300Z""",
"372","3","40k-50k","architecture","lod350plus","0.800","""2025-10-13T19:48:59.300Z""",
"373","3","40k-50k","structure","lod200","0.050","""2025-10-13T19:48:59.300Z""",
"374","3","40k-50k","structure","lod300","0.090","""2025-10-13T19:48:59.300Z""",
"375","3","40k-50k","structure","lod350","0.100","""2025-10-13T19:48:59.300Z""",
"376","3","40k-50k","structure","lod350plus","0.120","""2025-10-13T19:48:59.300Z""",
"377","3","40k-50k","mepf","lod200","0.050","""2025-10-13T19:48:59.300Z""",
"378","3","40k-50k","mepf","lod300","0.070","""2025-10-13T19:48:59.300Z""",
"379","3","40k-50k","mepf","lod350","0.080","""2025-10-13T19:48:59.300Z""",
"380","3","40k-50k","mepf","lod350plus","0.090","""2025-10-13T19:48:59.300Z""",
"381","3","40k-50k","site","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"382","3","40k-50k","site","lod300","0.030","""2025-10-13T19:48:59.300Z""",
"383","3","40k-50k","site","lod350","0.034","""2025-10-13T19:48:59.300Z""",
"384","3","40k-50k","site","lod350plus","0.042","""2025-10-13T19:48:59.300Z""",
"385","3","50k-75k","architecture","lod200","0.311","""2025-10-13T19:48:59.300Z""",
"386","3","50k-75k","architecture","lod300","0.449","""2025-10-13T19:48:59.300Z""",
"387","3","50k-75k","architecture","lod350","0.507","""2025-10-13T19:48:59.300Z""",
"388","3","50k-75k","architecture","lod350plus","0.576","""2025-10-13T19:48:59.300Z""",
"389","3","50k-75k","structure","lod200","0.040","""2025-10-13T19:48:59.300Z""",
"390","3","50k-75k","structure","lod300","0.080","""2025-10-13T19:48:59.300Z""",
"391","3","50k-75k","structure","lod350","0.090","""2025-10-13T19:48:59.300Z""",
"392","3","50k-75k","structure","lod350plus","0.110","""2025-10-13T19:48:59.300Z""",
"393","3","50k-75k","mepf","lod200","0.050","""2025-10-13T19:48:59.300Z""",
"394","3","50k-75k","mepf","lod300","0.070","""2025-10-13T19:48:59.300Z""",
"395","3","50k-75k","mepf","lod350","0.080","""2025-10-13T19:48:59.300Z""",
"396","3","50k-75k","mepf","lod350plus","0.090","""2025-10-13T19:48:59.300Z""",
"397","3","50k-75k","site","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"398","3","50k-75k","site","lod300","0.030","""2025-10-13T19:48:59.300Z""",
"399","3","50k-75k","site","lod350","0.034","""2025-10-13T19:48:59.300Z""",
"400","3","50k-75k","site","lod350plus","0.038","""2025-10-13T19:48:59.300Z""",
"401","3","75k-100k","architecture","lod200","0.242","""2025-10-13T19:48:59.300Z""",
"402","3","75k-100k","architecture","lod300","0.345","""2025-10-13T19:48:59.300Z""",
"403","3","75k-100k","architecture","lod350","0.435","""2025-10-13T19:48:59.300Z""",
"404","3","75k-100k","architecture","lod350plus","0.493","""2025-10-13T19:48:59.300Z""",
"405","3","75k-100k","structure","lod200","0.040","""2025-10-13T19:48:59.300Z""",
"406","3","75k-100k","structure","lod300","0.070","""2025-10-13T19:48:59.300Z""",
"407","3","75k-100k","structure","lod350","0.080","""2025-10-13T19:48:59.300Z""",
"408","3","75k-100k","structure","lod350plus","0.100","""2025-10-13T19:48:59.300Z""",
"409","3","75k-100k","mepf","lod200","0.050","""2025-10-13T19:48:59.300Z""",
"410","3","75k-100k","mepf","lod300","0.070","""2025-10-13T19:48:59.300Z""",
"411","3","75k-100k","mepf","lod350","0.080","""2025-10-13T19:48:59.300Z""",
"412","3","75k-100k","mepf","lod350plus","0.090","""2025-10-13T19:48:59.300Z""",
"413","3","75k-100k","site","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"414","3","75k-100k","site","lod300","0.030","""2025-10-13T19:48:59.300Z""",
"415","3","75k-100k","site","lod350","0.030","""2025-10-13T19:48:59.300Z""",
"416","3","75k-100k","site","lod350plus","0.038","""2025-10-13T19:48:59.300Z""",
"417","3","100k+","architecture","lod200","0.190","""2025-10-13T19:48:59.300Z""",
"418","3","100k+","architecture","lod300","0.259","""2025-10-13T19:48:59.300Z""",
"419","3","100k+","architecture","lod350","0.307","""2025-10-13T19:48:59.300Z""",
"420","3","100k+","architecture","lod350plus","0.348","""2025-10-13T19:48:59.300Z""",
"421","3","100k+","structure","lod200","0.040","""2025-10-13T19:48:59.300Z""",
"422","3","100k+","structure","lod300","0.060","""2025-10-13T19:48:59.300Z""",
"423","3","100k+","structure","lod350","0.070","""2025-10-13T19:48:59.300Z""",
"424","3","100k+","structure","lod350plus","0.090","""2025-10-13T19:48:59.300Z""",
"425","3","100k+","mepf","lod200","0.040","""2025-10-13T19:48:59.300Z""",
"426","3","100k+","mepf","lod300","0.060","""2025-10-13T19:48:59.300Z""",
"427","3","100k+","mepf","lod350","0.070","""2025-10-13T19:48:59.300Z""",
"428","3","100k+","mepf","lod350plus","0.080","""2025-10-13T19:48:59.300Z""",
"429","3","100k+","site","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"430","3","100k+","site","lod300","0.030","""2025-10-13T19:48:59.300Z""",
"431","3","100k+","site","lod350","0.030","""2025-10-13T19:48:59.300Z""",
"432","3","100k+","site","lod350plus","0.034","""2025-10-13T19:48:59.300Z""",
"433","4","0-5k","architecture","lod200","0.725","""2025-10-13T19:48:59.300Z""",
"434","4","0-5k","architecture","lod300","1.001","""2025-10-13T19:48:59.300Z""",
"435","4","0-5k","architecture","lod350","1.325","""2025-10-13T19:48:59.300Z""",
"436","4","0-5k","architecture","lod350plus","1.608","""2025-10-13T19:48:59.300Z""",
"437","4","0-5k","structure","lod200","0.135","""2025-10-13T19:48:59.300Z""",
"438","4","0-5k","structure","lod300","0.195","""2025-10-13T19:48:59.300Z""",
"439","4","0-5k","structure","lod350","0.225","""2025-10-13T19:48:59.300Z""",
"440","4","0-5k","structure","lod350plus","0.255","""2025-10-13T19:48:59.300Z""",
"441","4","0-5k","mepf","lod200","0.120","""2025-10-13T19:48:59.300Z""",
"442","4","0-5k","mepf","lod300","0.150","""2025-10-13T19:48:59.300Z""",
"443","4","0-5k","mepf","lod350","0.165","""2025-10-13T19:48:59.300Z""",
"444","4","0-5k","mepf","lod350plus","0.180","""2025-10-13T19:48:59.300Z""",
"445","4","0-5k","site","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"446","4","0-5k","site","lod300","0.036","""2025-10-13T19:48:59.300Z""",
"447","4","0-5k","site","lod350","0.045","""2025-10-13T19:48:59.300Z""",
"448","4","0-5k","site","lod350plus","0.060","""2025-10-13T19:48:59.300Z""",
"449","4","5k-10k","architecture","lod200","0.690","""2025-10-13T19:48:59.300Z""",
"450","4","5k-10k","architecture","lod300","0.966","""2025-10-13T19:48:59.300Z""",
"451","4","5k-10k","architecture","lod350","1.249","""2025-10-13T19:48:59.300Z""",
"452","4","5k-10k","architecture","lod350plus","1.518","""2025-10-13T19:48:59.300Z""",
"453","4","5k-10k","structure","lod200","0.120","""2025-10-13T19:48:59.300Z""",
"454","4","5k-10k","structure","lod300","0.180","""2025-10-13T19:48:59.300Z""",
"455","4","5k-10k","structure","lod350","0.195","""2025-10-13T19:48:59.300Z""",
"456","4","5k-10k","structure","lod350plus","0.225","""2025-10-13T19:48:59.300Z""",
"457","4","5k-10k","mepf","lod200","0.120","""2025-10-13T19:48:59.300Z""",
"458","4","5k-10k","mepf","lod300","0.150","""2025-10-13T19:48:59.300Z""",
"459","4","5k-10k","mepf","lod350","0.165","""2025-10-13T19:48:59.300Z""",
"460","4","5k-10k","mepf","lod350plus","0.180","""2025-10-13T19:48:59.300Z""",
"461","4","5k-10k","site","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"462","4","5k-10k","site","lod300","0.036","""2025-10-13T19:48:59.300Z""",
"463","4","5k-10k","site","lod350","0.045","""2025-10-13T19:48:59.300Z""",
"464","4","5k-10k","site","lod350plus","0.060","""2025-10-13T19:48:59.300Z""",
"465","4","10k-20k","architecture","lod200","0.599","""2025-10-13T19:48:59.300Z""",
"466","4","10k-20k","architecture","lod300","0.851","""2025-10-13T19:48:59.300Z""",
"467","4","10k-20k","architecture","lod350","1.103","""2025-10-13T19:48:59.300Z""",
"468","4","10k-20k","architecture","lod350plus","1.342","""2025-10-13T19:48:59.300Z""",
"469","4","10k-20k","structure","lod200","0.105","""2025-10-13T19:48:59.300Z""",
"470","4","10k-20k","structure","lod300","0.165","""2025-10-13T19:48:59.300Z""",
"471","4","10k-20k","structure","lod350","0.180","""2025-10-13T19:48:59.300Z""",
"472","4","10k-20k","structure","lod350plus","0.210","""2025-10-13T19:48:59.300Z""",
"473","4","10k-20k","mepf","lod200","0.105","""2025-10-13T19:48:59.300Z""",
"474","4","10k-20k","mepf","lod300","0.135","""2025-10-13T19:48:59.300Z""",
"475","4","10k-20k","mepf","lod350","0.150","""2025-10-13T19:48:59.300Z""",
"476","4","10k-20k","mepf","lod350plus","0.165","""2025-10-13T19:48:59.300Z""",
"477","4","10k-20k","site","lod200","0.025","""2025-10-13T19:48:59.300Z""",
"478","4","10k-20k","site","lod300","0.028","""2025-10-13T19:48:59.300Z""",
"479","4","10k-20k","site","lod350","0.033","""2025-10-13T19:48:59.300Z""",
"480","4","10k-20k","site","lod350plus","0.045","""2025-10-13T19:48:59.300Z""",
"481","4","20k-30k","architecture","lod200","0.518","""2025-10-13T19:48:59.300Z""",
"482","4","20k-30k","architecture","lod300","0.748","""2025-10-13T19:48:59.300Z""",
"483","4","20k-30k","architecture","lod350","0.926","""2025-10-13T19:48:59.300Z""",
"484","4","20k-30k","architecture","lod350plus","1.075","""2025-10-13T19:48:59.300Z""",
"485","4","20k-30k","structure","lod200","0.075","""2025-10-13T19:48:59.300Z""",
"486","4","20k-30k","structure","lod300","0.125","""2025-10-13T19:48:59.300Z""",
"487","4","20k-30k","structure","lod350","0.138","""2025-10-13T19:48:59.300Z""",
"488","4","20k-30k","structure","lod350plus","0.163","""2025-10-13T19:48:59.300Z""",
"489","4","20k-30k","mepf","lod200","0.088","""2025-10-13T19:48:59.300Z""",
"490","4","20k-30k","mepf","lod300","0.113","""2025-10-13T19:48:59.300Z""",
"491","4","20k-30k","mepf","lod350","0.125","""2025-10-13T19:48:59.300Z""",
"492","4","20k-30k","mepf","lod350plus","0.138","""2025-10-13T19:48:59.300Z""",
"493","4","20k-30k","site","lod200","0.025","""2025-10-13T19:48:59.300Z""",
"494","4","20k-30k","site","lod300","0.028","""2025-10-13T19:48:59.300Z""",
"495","4","20k-30k","site","lod350","0.033","""2025-10-13T19:48:59.300Z""",
"496","4","20k-30k","site","lod350plus","0.045","""2025-10-13T19:48:59.300Z""",
"497","4","30k-40k","architecture","lod200","0.414","""2025-10-13T19:48:59.300Z""",
"498","4","30k-40k","architecture","lod300","0.622","""2025-10-13T19:48:59.300Z""",
"499","4","30k-40k","architecture","lod350","0.808","""2025-10-13T19:48:59.300Z""",
"500","4","30k-40k","architecture","lod350plus","0.938","""2025-10-13T19:48:59.300Z""",
"501","4","30k-40k","structure","lod200","0.063","""2025-10-13T19:48:59.300Z""",
"502","4","30k-40k","structure","lod300","0.113","""2025-10-13T19:48:59.300Z""",
"503","4","30k-40k","structure","lod350","0.125","""2025-10-13T19:48:59.300Z""",
"504","4","30k-40k","structure","lod350plus","0.150","""2025-10-13T19:48:59.300Z""",
"505","4","30k-40k","mepf","lod200","0.088","""2025-10-13T19:48:59.300Z""",
"506","4","30k-40k","mepf","lod300","0.113","""2025-10-13T19:48:59.300Z""",
"507","4","30k-40k","mepf","lod350","0.125","""2025-10-13T19:48:59.300Z""",
"508","4","30k-40k","mepf","lod350plus","0.138","""2025-10-13T19:48:59.300Z""",
"509","4","30k-40k","site","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"510","4","30k-40k","site","lod300","0.020","""2025-10-13T19:48:59.300Z""",
"511","4","30k-40k","site","lod350","0.024","""2025-10-13T19:48:59.300Z""",
"512","4","30k-40k","site","lod350plus","0.032","""2025-10-13T19:48:59.300Z""",
"513","4","40k-50k","architecture","lod200","0.322","""2025-10-13T19:48:59.300Z""",
"514","4","40k-50k","architecture","lod300","0.529","""2025-10-13T19:48:59.300Z""",
"515","4","40k-50k","architecture","lod350","0.690","""2025-10-13T19:48:59.300Z""",
"516","4","40k-50k","architecture","lod350plus","0.805","""2025-10-13T19:48:59.300Z""",
"517","4","40k-50k","structure","lod200","0.040","""2025-10-13T19:48:59.300Z""",
"518","4","40k-50k","structure","lod300","0.080","""2025-10-13T19:48:59.300Z""",
"519","4","40k-50k","structure","lod350","0.090","""2025-10-13T19:48:59.300Z""",
"520","4","40k-50k","structure","lod350plus","0.110","""2025-10-13T19:48:59.300Z""",
"521","4","40k-50k","mepf","lod200","0.060","""2025-10-13T19:48:59.300Z""",
"522","4","40k-50k","mepf","lod300","0.080","""2025-10-13T19:48:59.300Z""",
"523","4","40k-50k","mepf","lod350","0.090","""2025-10-13T19:48:59.300Z""",
"524","4","40k-50k","mepf","lod350plus","0.100","""2025-10-13T19:48:59.300Z""",
"525","4","40k-50k","site","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"526","4","40k-50k","site","lod300","0.020","""2025-10-13T19:48:59.300Z""",
"527","4","40k-50k","site","lod350","0.024","""2025-10-13T19:48:59.300Z""",
"528","4","40k-50k","site","lod350plus","0.032","""2025-10-13T19:48:59.300Z""",
"529","4","50k-75k","architecture","lod200","0.260","""2025-10-13T19:48:59.300Z""",
"530","4","50k-75k","architecture","lod300","0.420","""2025-10-13T19:48:59.300Z""",
"531","4","50k-75k","architecture","lod350","0.488","""2025-10-13T19:48:59.300Z""",
"532","4","50k-75k","architecture","lod350plus","0.568","""2025-10-13T19:48:59.300Z""",
"533","4","50k-75k","structure","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"534","4","50k-75k","structure","lod300","0.070","""2025-10-13T19:48:59.300Z""",
"535","4","50k-75k","structure","lod350","0.080","""2025-10-13T19:48:59.300Z""",
"536","4","50k-75k","structure","lod350plus","0.100","""2025-10-13T19:48:59.300Z""",
"537","4","50k-75k","mepf","lod200","0.060","""2025-10-13T19:48:59.300Z""",
"538","4","50k-75k","mepf","lod300","0.080","""2025-10-13T19:48:59.300Z""",
"539","4","50k-75k","mepf","lod350","0.090","""2025-10-13T19:48:59.300Z""",
"540","4","50k-75k","mepf","lod350plus","0.100","""2025-10-13T19:48:59.300Z""",
"541","4","50k-75k","site","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"542","4","50k-75k","site","lod300","0.020","""2025-10-13T19:48:59.300Z""",
"543","4","50k-75k","site","lod350","0.024","""2025-10-13T19:48:59.300Z""",
"544","4","50k-75k","site","lod350plus","0.028","""2025-10-13T19:48:59.300Z""",
"545","4","75k-100k","architecture","lod200","0.155","""2025-10-13T19:48:59.300Z""",
"546","4","75k-100k","architecture","lod300","0.259","""2025-10-13T19:48:59.300Z""",
"547","4","75k-100k","architecture","lod350","0.348","""2025-10-13T19:48:59.300Z""",
"548","4","75k-100k","architecture","lod350plus","0.407","""2025-10-13T19:48:59.300Z""",
"549","4","75k-100k","structure","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"550","4","75k-100k","structure","lod300","0.060","""2025-10-13T19:48:59.300Z""",
"551","4","75k-100k","structure","lod350","0.070","""2025-10-13T19:48:59.300Z""",
"552","4","75k-100k","structure","lod350plus","0.090","""2025-10-13T19:48:59.300Z""",
"553","4","75k-100k","mepf","lod200","0.060","""2025-10-13T19:48:59.300Z""",
"554","4","75k-100k","mepf","lod300","0.080","""2025-10-13T19:48:59.300Z""",
"555","4","75k-100k","mepf","lod350","0.090","""2025-10-13T19:48:59.300Z""",
"556","4","75k-100k","mepf","lod350plus","0.100","""2025-10-13T19:48:59.300Z""",
"557","4","75k-100k","site","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"558","4","75k-100k","site","lod300","0.020","""2025-10-13T19:48:59.300Z""",
"559","4","75k-100k","site","lod350","0.020","""2025-10-13T19:48:59.300Z""",
"560","4","75k-100k","site","lod350plus","0.028","""2025-10-13T19:48:59.300Z""",
"561","4","100k+","architecture","lod200","0.104","""2025-10-13T19:48:59.300Z""",
"562","4","100k+","architecture","lod300","0.173","""2025-10-13T19:48:59.300Z""",
"563","4","100k+","architecture","lod350","0.221","""2025-10-13T19:48:59.300Z""",
"564","4","100k+","architecture","lod350plus","0.262","""2025-10-13T19:48:59.300Z""",
"565","4","100k+","structure","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"566","4","100k+","structure","lod300","0.050","""2025-10-13T19:48:59.300Z""",
"567","4","100k+","structure","lod350","0.060","""2025-10-13T19:48:59.300Z""",
"568","4","100k+","structure","lod350plus","0.080","""2025-10-13T19:48:59.300Z""",
"569","4","100k+","mepf","lod200","0.038","""2025-10-13T19:48:59.300Z""",
"570","4","100k+","mepf","lod300","0.053","""2025-10-13T19:48:59.300Z""",
"571","4","100k+","mepf","lod350","0.060","""2025-10-13T19:48:59.300Z""",
"572","4","100k+","mepf","lod350plus","0.068","""2025-10-13T19:48:59.300Z""",
"573","4","100k+","site","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"574","4","100k+","site","lod300","0.020","""2025-10-13T19:48:59.300Z""",
"575","4","100k+","site","lod350","0.020","""2025-10-13T19:48:59.300Z""",
"576","4","100k+","site","lod350plus","0.024","""2025-10-13T19:48:59.300Z""",
"577","5","0-5k","architecture","lod200","0.897","""2025-10-13T19:48:59.300Z""",
"578","5","0-5k","architecture","lod300","1.173","""2025-10-13T19:48:59.300Z""",
"579","5","0-5k","architecture","lod350","1.497","""2025-10-13T19:48:59.300Z""",
"580","5","0-5k","architecture","lod350plus","1.780","""2025-10-13T19:48:59.300Z""",
"581","5","0-5k","structure","lod200","0.105","""2025-10-13T19:48:59.300Z""",
"582","5","0-5k","structure","lod300","0.165","""2025-10-13T19:48:59.300Z""",
"583","5","0-5k","structure","lod350","0.195","""2025-10-13T19:48:59.300Z""",
"584","5","0-5k","structure","lod350plus","0.225","""2025-10-13T19:48:59.300Z""",
"585","5","0-5k","mepf","lod200","0.105","""2025-10-13T19:48:59.300Z""",
"586","5","0-5k","mepf","lod300","0.135","""2025-10-13T19:48:59.300Z""",
"587","5","0-5k","mepf","lod350","0.150","""2025-10-13T19:48:59.300Z""",
"588","5","0-5k","mepf","lod350plus","0.165","""2025-10-13T19:48:59.300Z""",
"589","5","0-5k","site","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"590","5","0-5k","site","lod300","0.036","""2025-10-13T19:48:59.300Z""",
"591","5","0-5k","site","lod350","0.045","""2025-10-13T19:48:59.300Z""",
"592","5","0-5k","site","lod350plus","0.060","""2025-10-13T19:48:59.300Z""",
"593","5","5k-10k","architecture","lod200","0.863","""2025-10-13T19:48:59.300Z""",
"594","5","5k-10k","architecture","lod300","1.139","""2025-10-13T19:48:59.300Z""",
"595","5","5k-10k","architecture","lod350","1.421","""2025-10-13T19:48:59.300Z""",
"596","5","5k-10k","architecture","lod350plus","1.691","""2025-10-13T19:48:59.300Z""",
"597","5","5k-10k","structure","lod200","0.090","""2025-10-13T19:48:59.300Z""",
"598","5","5k-10k","structure","lod300","0.150","""2025-10-13T19:48:59.300Z""",
"599","5","5k-10k","structure","lod350","0.165","""2025-10-13T19:48:59.300Z""",
"600","5","5k-10k","structure","lod350plus","0.195","""2025-10-13T19:48:59.300Z""",
"601","5","5k-10k","mepf","lod200","0.105","""2025-10-13T19:48:59.300Z""",
"602","5","5k-10k","mepf","lod300","0.135","""2025-10-13T19:48:59.300Z""",
"603","5","5k-10k","mepf","lod350","0.150","""2025-10-13T19:48:59.300Z""",
"604","5","5k-10k","mepf","lod350plus","0.165","""2025-10-13T19:48:59.300Z""",
"605","5","5k-10k","site","lod200","0.030","""2025-10-13T19:48:59.300Z""",
"606","5","5k-10k","site","lod300","0.036","""2025-10-13T19:48:59.300Z""",
"607","5","5k-10k","site","lod350","0.045","""2025-10-13T19:48:59.300Z""",
"608","5","5k-10k","site","lod350plus","0.060","""2025-10-13T19:48:59.300Z""",
"609","5","10k-20k","architecture","lod200","0.756","""2025-10-13T19:48:59.300Z""",
"610","5","10k-20k","architecture","lod300","1.008","""2025-10-13T19:48:59.300Z""",
"611","5","10k-20k","architecture","lod350","1.260","""2025-10-13T19:48:59.300Z""",
"612","5","10k-20k","architecture","lod350plus","1.499","""2025-10-13T19:48:59.300Z""",
"613","5","10k-20k","structure","lod200","0.075","""2025-10-13T19:48:59.300Z""",
"614","5","10k-20k","structure","lod300","0.135","""2025-10-13T19:48:59.300Z""",
"615","5","10k-20k","structure","lod350","0.150","""2025-10-13T19:48:59.300Z""",
"616","5","10k-20k","structure","lod350plus","0.180","""2025-10-13T19:48:59.300Z""",
"617","5","10k-20k","mepf","lod200","0.090","""2025-10-13T19:48:59.300Z""",
"618","5","10k-20k","mepf","lod300","0.120","""2025-10-13T19:48:59.300Z""",
"619","5","10k-20k","mepf","lod350","0.135","""2025-10-13T19:48:59.300Z""",
"620","5","10k-20k","mepf","lod350plus","0.150","""2025-10-13T19:48:59.300Z""",
"621","5","10k-20k","site","lod200","0.025","""2025-10-13T19:48:59.300Z""",
"622","5","10k-20k","site","lod300","0.028","""2025-10-13T19:48:59.300Z""",
"623","5","10k-20k","site","lod350","0.033","""2025-10-13T19:48:59.300Z""",
"624","5","10k-20k","site","lod350plus","0.045","""2025-10-13T19:48:59.300Z""",
"625","5","20k-30k","architecture","lod200","0.633","""2025-10-13T19:48:59.300Z""",
"626","5","20k-30k","architecture","lod300","0.863","""2025-10-13T19:48:59.300Z""",
"627","5","20k-30k","architecture","lod350","1.070","""2025-10-13T19:48:59.300Z""",
"628","5","20k-30k","architecture","lod350plus","1.219","""2025-10-13T19:48:59.300Z""",
"629","5","20k-30k","structure","lod200","0.050","""2025-10-13T19:48:59.300Z""",
"630","5","20k-30k","structure","lod300","0.100","""2025-10-13T19:48:59.300Z""",
"631","5","20k-30k","structure","lod350","0.113","""2025-10-13T19:48:59.300Z""",
"632","5","20k-30k","structure","lod350plus","0.138","""2025-10-13T19:48:59.300Z""",
"633","5","20k-30k","mepf","lod200","0.075","""2025-10-13T19:48:59.300Z""",
"634","5","20k-30k","mepf","lod300","0.100","""2025-10-13T19:48:59.300Z""",
"635","5","20k-30k","mepf","lod350","0.113","""2025-10-13T19:48:59.300Z""",
"636","5","20k-30k","mepf","lod350plus","0.125","""2025-10-13T19:48:59.300Z""",
"637","5","20k-30k","site","lod200","0.025","""2025-10-13T19:48:59.300Z""",
"638","5","20k-30k","site","lod300","0.028","""2025-10-13T19:48:59.300Z""",
"639","5","20k-30k","site","lod350","0.033","""2025-10-13T19:48:59.300Z""",
"640","5","20k-30k","site","lod350plus","0.045","""2025-10-13T19:48:59.300Z""",
"641","5","30k-40k","architecture","lod200","0.570","""2025-10-13T19:48:59.300Z""",
"642","5","30k-40k","architecture","lod300","0.699","""2025-10-13T19:48:59.300Z""",
"643","5","30k-40k","architecture","lod350","0.912","""2025-10-13T19:48:59.300Z""",
"644","5","30k-40k","architecture","lod350plus","1.041","""2025-10-13T19:48:59.300Z""",
"645","5","30k-40k","structure","lod200","0.038","""2025-10-13T19:48:59.300Z""",
"646","5","30k-40k","structure","lod300","0.088","""2025-10-13T19:48:59.300Z""",
"647","5","30k-40k","structure","lod350","0.100","""2025-10-13T19:48:59.300Z""",
"648","5","30k-40k","structure","lod350plus","0.125","""2025-10-13T19:48:59.300Z""",
"649","5","30k-40k","mepf","lod200","0.075","""2025-10-13T19:48:59.300Z""",
"650","5","30k-40k","mepf","lod300","0.100","""2025-10-13T19:48:59.300Z""",
"651","5","30k-40k","mepf","lod350","0.113","""2025-10-13T19:48:59.300Z""",
"652","5","30k-40k","mepf","lod350plus","0.125","""2025-10-13T19:48:59.300Z""",
"653","5","30k-40k","site","lod200","0.020","""2025-10-13T19:48:59.300Z""",
"654","5","30k-40k","site","lod300","0.020","""2025-10-13T19:48:59.300Z""",
