"id","building_type_id","area_tier","discipline","lod","rate_per_sq_ft","updated_at"
"325","3","10k-20k","structure","lod200","0.040","""2025-10-22T14:14:40.773Z"""
"326","3","10k-20k","structure","lod300","0.060","""2025-10-22T14:14:40.773Z"""
"327","3","10k-20k","structure","lod350","0.065","""2025-10-22T14:14:40.773Z"""
"328","3","10k-20k","structure","lod350plus","0.075","""2025-10-22T14:14:40.773Z"""
"329","3","10k-20k","mepf","lod200","0.030","""2025-10-22T14:14:40.773Z"""
"330","3","10k-20k","mepf","lod300","0.040","""2025-10-22T14:14:40.773Z"""
"331","3","10k-20k","mepf","lod350","0.045","""2025-10-22T14:14:40.773Z"""
"332","3","10k-20k","mepf","lod350plus","0.050","""2025-10-22T14:14:40.773Z"""
"333","3","10k-20k","site","lod200","0.015","""2025-10-22T14:14:40.773Z"""
"334","3","10k-20k","site","lod300","0.016","""2025-10-22T14:14:40.773Z"""
"335","3","10k-20k","site","lod350","0.018","""2025-10-22T14:14:40.773Z"""
"336","3","10k-20k","site","lod350plus","0.023","""2025-10-22T14:14:40.773Z"""
"337","3","20k-30k","architecture","lod200","0.120","""2025-10-22T14:14:40.773Z"""
"338","3","20k-30k","architecture","lod300","0.160","""2025-10-22T14:14:40.773Z"""
"339","3","20k-30k","architecture","lod350","0.191","""2025-10-22T14:14:40.773Z"""
"340","3","20k-30k","architecture","lod350plus","0.217","""2025-10-22T14:14:40.773Z"""
"341","3","20k-30k","structure","lod200","0.035","""2025-10-22T14:14:40.773Z"""
"342","3","20k-30k","structure","lod300","0.055","""2025-10-22T14:14:40.773Z"""
"343","3","20k-30k","structure","lod350","0.060","""2025-10-22T14:14:40.773Z"""
"344","3","20k-30k","structure","lod350plus","0.070","""2025-10-22T14:14:40.773Z"""
"345","3","20k-30k","mepf","lod200","0.030","""2025-10-22T14:14:40.773Z"""
"346","3","20k-30k","mepf","lod300","0.040","""2025-10-22T14:14:40.773Z"""
"347","3","20k-30k","mepf","lod350","0.045","""2025-10-22T14:14:40.773Z"""
"348","3","20k-30k","mepf","lod350plus","0.050","""2025-10-22T14:14:40.773Z"""
"349","3","20k-30k","site","lod200","0.015","""2025-10-22T14:14:40.773Z"""
"350","3","20k-30k","site","lod300","0.016","""2025-10-22T14:14:40.773Z"""
"351","3","20k-30k","site","lod350","0.018","""2025-10-22T14:14:40.773Z"""
"352","3","20k-30k","site","lod350plus","0.023","""2025-10-22T14:14:40.773Z"""
"353","3","30k-40k","architecture","lod200","0.110","""2025-10-22T14:14:40.773Z"""
"354","3","30k-40k","architecture","lod300","0.150","""2025-10-22T14:14:40.773Z"""
"355","3","30k-40k","architecture","lod350","0.181","""2025-10-22T14:14:40.773Z"""
"356","3","30k-40k","architecture","lod350plus","0.206","""2025-10-22T14:14:40.773Z"""
"357","3","30k-40k","structure","lod200","0.030","""2025-10-22T14:14:40.773Z"""
"358","3","30k-40k","structure","lod300","0.050","""2025-10-22T14:14:40.773Z"""
"359","3","30k-40k","structure","lod350","0.055","""2025-10-22T14:14:40.773Z"""
"360","3","30k-40k","structure","lod350plus","0.065","""2025-10-22T14:14:40.773Z"""
"361","3","30k-40k","mepf","lod200","0.030","""2025-10-22T14:14:40.773Z"""
"362","3","30k-40k","mepf","lod300","0.040","""2025-10-22T14:14:40.773Z"""
"363","3","30k-40k","mepf","lod350","0.045","""2025-10-22T14:14:40.773Z"""
"364","3","30k-40k","mepf","lod350plus","0.050","""2025-10-22T14:14:40.773Z"""
"365","3","30k-40k","site","lod200","0.015","""2025-10-22T14:14:40.773Z"""
"366","3","30k-40k","site","lod300","0.015","""2025-10-22T14:14:40.773Z"""
"367","3","30k-40k","site","lod350","0.017","""2025-10-22T14:14:40.773Z"""
"368","3","30k-40k","site","lod350plus","0.021","""2025-10-22T14:14:40.773Z"""
"369","3","40k-50k","architecture","lod200","0.105","""2025-10-22T14:14:40.773Z"""
"370","3","40k-50k","architecture","lod300","0.145","""2025-10-22T14:14:40.773Z"""
"371","3","40k-50k","architecture","lod350","0.175","""2025-10-22T14:14:40.773Z"""
"372","3","40k-50k","architecture","lod350plus","0.200","""2025-10-22T14:14:40.773Z"""
"373","3","40k-50k","structure","lod200","0.025","""2025-10-22T14:14:40.773Z"""
"374","3","40k-50k","structure","lod300","0.045","""2025-10-22T14:14:40.773Z"""
"375","3","40k-50k","structure","lod350","0.050","""2025-10-22T14:14:40.773Z"""
"376","3","40k-50k","structure","lod350plus","0.060","""2025-10-22T14:14:40.773Z"""
"377","3","40k-50k","mepf","lod200","0.025","""2025-10-22T14:14:40.773Z"""
"378","3","40k-50k","mepf","lod300","0.035","""2025-10-22T14:14:40.773Z"""
"379","3","40k-50k","mepf","lod350","0.040","""2025-10-22T14:14:40.773Z"""
"380","3","40k-50k","mepf","lod350plus","0.045","""2025-10-22T14:14:40.773Z"""
"381","3","40k-50k","site","lod200","0.015","""2025-10-22T14:14:40.773Z"""
"382","3","40k-50k","site","lod300","0.015","""2025-10-22T14:14:40.773Z"""
"383","3","40k-50k","site","lod350","0.017","""2025-10-22T14:14:40.773Z"""
"384","3","40k-50k","site","lod350plus","0.021","""2025-10-22T14:14:40.773Z"""
"385","3","50k-75k","architecture","lod200","0.090","""2025-10-22T14:14:40.773Z"""
"386","3","50k-75k","architecture","lod300","0.130","""2025-10-22T14:14:40.773Z"""
"387","3","50k-75k","architecture","lod350","0.147","""2025-10-22T14:14:40.773Z"""
"388","3","50k-75k","architecture","lod350plus","0.167","""2025-10-22T14:14:40.773Z"""
"389","3","50k-75k","structure","lod200","0.020","""2025-10-22T14:14:40.773Z"""
"390","3","50k-75k","structure","lod300","0.040","""2025-10-22T14:14:40.773Z"""
"391","3","50k-75k","structure","lod350","0.045","""2025-10-22T14:14:40.773Z"""
"392","3","50k-75k","structure","lod350plus","0.055","""2025-10-22T14:14:40.773Z"""
"393","3","50k-75k","mepf","lod200","0.025","""2025-10-22T14:14:40.773Z"""
"394","3","50k-75k","mepf","lod300","0.035","""2025-10-22T14:14:40.773Z"""
"395","3","50k-75k","mepf","lod350","0.040","""2025-10-22T14:14:40.773Z"""
"396","3","50k-75k","mepf","lod350plus","0.045","""2025-10-22T14:14:40.773Z"""
"397","3","50k-75k","site","lod200","0.015","""2025-10-22T14:14:40.773Z"""
"398","3","50k-75k","site","lod300","0.015","""2025-10-22T14:14:40.773Z"""
"399","3","50k-75k","site","lod350","0.017","""2025-10-22T14:14:40.773Z"""
"400","3","50k-75k","site","lod350plus","0.019","""2025-10-22T14:14:40.773Z"""
"401","3","75k-100k","architecture","lod200","0.070","""2025-10-22T14:14:40.841Z"""
"402","3","75k-100k","architecture","lod300","0.100","""2025-10-22T14:14:40.841Z"""
"403","3","75k-100k","architecture","lod350","0.126","""2025-10-22T14:14:40.841Z"""
"404","3","75k-100k","architecture","lod350plus","0.143","""2025-10-22T14:14:40.841Z"""
"405","3","75k-100k","structure","lod200","0.020","""2025-10-22T14:14:40.841Z"""
"406","3","75k-100k","structure","lod300","0.035","""2025-10-22T14:14:40.841Z"""
"407","3","75k-100k","structure","lod350","0.040","""2025-10-22T14:14:40.841Z"""
"408","3","75k-100k","structure","lod350plus","0.050","""2025-10-22T14:14:40.841Z"""
"409","3","75k-100k","mepf","lod200","0.025","""2025-10-22T14:14:40.841Z"""
"410","3","75k-100k","mepf","lod300","0.035","""2025-10-22T14:14:40.841Z"""
"411","3","75k-100k","mepf","lod350","0.040","""2025-10-22T14:14:40.841Z"""
"412","3","75k-100k","mepf","lod350plus","0.045","""2025-10-22T14:14:40.841Z"""
"413","3","75k-100k","site","lod200","0.015","""2025-10-22T14:14:40.841Z"""
"414","3","75k-100k","site","lod300","0.015","""2025-10-22T14:14:40.841Z"""
"415","3","75k-100k","site","lod350","0.015","""2025-10-22T14:14:40.841Z"""
"416","3","75k-100k","site","lod350plus","0.019","""2025-10-22T14:14:40.841Z"""
"417","3","100k+","architecture","lod200","0.055","""2025-10-22T14:14:40.841Z"""
"418","3","100k+","architecture","lod300","0.075","""2025-10-22T14:14:40.841Z"""
"419","3","100k+","architecture","lod350","0.089","""2025-10-22T14:14:40.841Z"""
"420","3","100k+","architecture","lod350plus","0.101","""2025-10-22T14:14:40.841Z"""
"421","3","100k+","structure","lod200","0.020","""2025-10-22T14:14:40.841Z"""
"422","3","100k+","structure","lod300","0.030","""2025-10-22T14:14:40.841Z"""
"423","3","100k+","structure","lod350","0.035","""2025-10-22T14:14:40.841Z"""
"424","3","100k+","structure","lod350plus","0.045","""2025-10-22T14:14:40.841Z"""
"425","3","100k+","mepf","lod200","0.020","""2025-10-22T14:14:40.841Z"""
"426","3","100k+","mepf","lod300","0.030","""2025-10-22T14:14:40.841Z"""
"427","3","100k+","mepf","lod350","0.035","""2025-10-22T14:14:40.841Z"""
"428","3","100k+","mepf","lod350plus","0.040","""2025-10-22T14:14:40.841Z"""
"429","3","100k+","site","lod200","0.015","""2025-10-22T14:14:40.841Z"""
"430","3","100k+","site","lod300","0.015","""2025-10-22T14:14:40.841Z"""
"431","3","100k+","site","lod350","0.015","""2025-10-22T14:14:40.841Z"""
"432","3","100k+","site","lod350plus","0.017","""2025-10-22T14:14:40.841Z"""
"433","4","0-5k","architecture","lod200","0.105","""2025-10-22T14:14:40.841Z"""
"434","4","0-5k","architecture","lod300","0.145","""2025-10-22T14:14:40.841Z"""
"435","4","0-5k","architecture","lod350","0.192","""2025-10-22T14:14:40.841Z"""
"436","4","0-5k","architecture","lod350plus","0.233","""2025-10-22T14:14:40.841Z"""
"437","4","0-5k","structure","lod200","0.045","""2025-10-22T14:14:40.841Z"""
"438","4","0-5k","structure","lod300","0.065","""2025-10-22T14:14:40.841Z"""
"439","4","0-5k","structure","lod350","0.075","""2025-10-22T14:14:40.841Z"""
"440","4","0-5k","structure","lod350plus","0.085","""2025-10-22T14:14:40.841Z"""
"441","4","0-5k","mepf","lod200","0.040","""2025-10-22T14:14:40.841Z"""
"442","4","0-5k","mepf","lod300","0.050","""2025-10-22T14:14:40.841Z"""
"443","4","0-5k","mepf","lod350","0.055","""2025-10-22T14:14:40.841Z"""
"444","4","0-5k","mepf","lod350plus","0.060","""2025-10-22T14:14:40.841Z"""
"445","4","0-5k","site","lod200","0.010","""2025-10-22T14:14:40.841Z"""
"446","4","0-5k","site","lod300","0.012","""2025-10-22T14:14:40.841Z"""
"447","4","0-5k","site","lod350","0.015","""2025-10-22T14:14:40.841Z"""
"448","4","0-5k","site","lod350plus","0.020","""2025-10-22T14:14:40.841Z"""
"449","4","5k-10k","architecture","lod200","0.100","""2025-10-22T14:14:40.841Z"""
"450","4","5k-10k","architecture","lod300","0.140","""2025-10-22T14:14:40.841Z"""
"451","4","5k-10k","architecture","lod350","0.181","""2025-10-22T14:14:40.841Z"""
"452","4","5k-10k","architecture","lod350plus","0.220","""2025-10-22T14:14:40.841Z"""
"453","4","5k-10k","structure","lod200","0.040","""2025-10-22T14:14:40.841Z"""
"454","4","5k-10k","structure","lod300","0.060","""2025-10-22T14:14:40.841Z"""
"455","4","5k-10k","structure","lod350","0.065","""2025-10-22T14:14:40.841Z"""
"456","4","5k-10k","structure","lod350plus","0.075","""2025-10-22T14:14:40.841Z"""
"457","4","5k-10k","mepf","lod200","0.040","""2025-10-22T14:14:40.841Z"""
"458","4","5k-10k","mepf","lod300","0.050","""2025-10-22T14:14:40.841Z"""
"459","4","5k-10k","mepf","lod350","0.055","""2025-10-22T14:14:40.841Z"""
"460","4","5k-10k","mepf","lod350plus","0.060","""2025-10-22T14:14:40.841Z"""
"461","4","5k-10k","site","lod200","0.010","""2025-10-22T14:14:40.841Z"""
"462","4","5k-10k","site","lod300","0.012","""2025-10-22T14:14:40.841Z"""
"463","4","5k-10k","site","lod350","0.015","""2025-10-22T14:14:40.841Z"""
"464","4","5k-10k","site","lod350plus","0.020","""2025-10-22T14:14:40.841Z"""
"465","4","10k-20k","architecture","lod200","0.095","""2025-10-22T14:14:40.841Z"""
"466","4","10k-20k","architecture","lod300","0.135","""2025-10-22T14:14:40.841Z"""
"467","4","10k-20k","architecture","lod350","0.175","""2025-10-22T14:14:40.841Z"""
"468","4","10k-20k","architecture","lod350plus","0.213","""2025-10-22T14:14:40.841Z"""
"469","4","10k-20k","structure","lod200","0.035","""2025-10-22T14:14:40.841Z"""
"470","4","10k-20k","structure","lod300","0.055","""2025-10-22T14:14:40.841Z"""
"471","4","10k-20k","structure","lod350","0.060","""2025-10-22T14:14:40.841Z"""
"472","4","10k-20k","structure","lod350plus","0.070","""2025-10-22T14:14:40.841Z"""
"473","4","10k-20k","mepf","lod200","0.035","""2025-10-22T14:14:40.841Z"""
"474","4","10k-20k","mepf","lod300","0.045","""2025-10-22T14:14:40.841Z"""
"475","4","10k-20k","mepf","lod350","0.050","""2025-10-22T14:14:40.841Z"""
"476","4","10k-20k","mepf","lod350plus","0.055","""2025-10-22T14:14:40.841Z"""
"477","4","10k-20k","site","lod200","0.010","""2025-10-22T14:14:40.841Z"""
"478","4","10k-20k","site","lod300","0.011","""2025-10-22T14:14:40.841Z"""
"479","4","10k-20k","site","lod350","0.013","""2025-10-22T14:14:40.841Z"""
"480","4","10k-20k","site","lod350plus","0.018","""2025-10-22T14:14:40.841Z"""
"481","4","20k-30k","architecture","lod200","0.090","""2025-10-22T14:14:40.841Z"""
"482","4","20k-30k","architecture","lod300","0.130","""2025-10-22T14:14:40.841Z"""
"483","4","20k-30k","architecture","lod350","0.161","""2025-10-22T14:14:40.841Z"""
"484","4","20k-30k","architecture","lod350plus","0.187","""2025-10-22T14:14:40.841Z"""
"485","4","20k-30k","structure","lod200","0.030","""2025-10-22T14:14:40.841Z"""
"486","4","20k-30k","structure","lod300","0.050","""2025-10-22T14:14:40.841Z"""
"487","4","20k-30k","structure","lod350","0.055","""2025-10-22T14:14:40.841Z"""
"488","4","20k-30k","structure","lod350plus","0.065","""2025-10-22T14:14:40.841Z"""
"489","4","20k-30k","mepf","lod200","0.035","""2025-10-22T14:14:40.841Z"""
"490","4","20k-30k","mepf","lod300","0.045","""2025-10-22T14:14:40.841Z"""
"491","4","20k-30k","mepf","lod350","0.050","""2025-10-22T14:14:40.841Z"""
"492","4","20k-30k","mepf","lod350plus","0.055","""2025-10-22T14:14:40.841Z"""
"493","4","20k-30k","site","lod200","0.010","""2025-10-22T14:14:40.841Z"""
"494","4","20k-30k","site","lod300","0.011","""2025-10-22T14:14:40.841Z"""
"495","4","20k-30k","site","lod350","0.013","""2025-10-22T14:14:40.841Z"""
"496","4","20k-30k","site","lod350plus","0.018","""2025-10-22T14:14:40.841Z"""
"497","4","30k-40k","architecture","lod200","0.080","""2025-10-22T14:14:40.841Z"""
"498","4","30k-40k","architecture","lod300","0.120","""2025-10-22T14:14:40.841Z"""
"499","4","30k-40k","architecture","lod350","0.156","""2025-10-22T14:14:40.841Z"""
"500","4","30k-40k","architecture","lod350plus","0.181","""2025-10-22T14:14:40.841Z"""
"501","4","30k-40k","structure","lod200","0.025","""2025-10-22T14:14:40.894Z"""
"502","4","30k-40k","structure","lod300","0.045","""2025-10-22T14:14:40.894Z"""
"503","4","30k-40k","structure","lod350","0.050","""2025-10-22T14:14:40.894Z"""
"504","4","30k-40k","structure","lod350plus","0.060","""2025-10-22T14:14:40.894Z"""
"505","4","30k-40k","mepf","lod200","0.035","""2025-10-22T14:14:40.894Z"""
"506","4","30k-40k","mepf","lod300","0.045","""2025-10-22T14:14:40.894Z"""
"507","4","30k-40k","mepf","lod350","0.050","""2025-10-22T14:14:40.894Z"""
"508","4","30k-40k","mepf","lod350plus","0.055","""2025-10-22T14:14:40.894Z"""
"509","4","30k-40k","site","lod200","0.010","""2025-10-22T14:14:40.894Z"""
"510","4","30k-40k","site","lod300","0.010","""2025-10-22T14:14:40.894Z"""
"511","4","30k-40k","site","lod350","0.012","""2025-10-22T14:14:40.894Z"""
"512","4","30k-40k","site","lod350plus","0.016","""2025-10-22T14:14:40.894Z"""
"513","4","40k-50k","architecture","lod200","0.070","""2025-10-22T14:14:40.894Z"""
"514","4","40k-50k","architecture","lod300","0.115","""2025-10-22T14:14:40.894Z"""
"515","4","40k-50k","architecture","lod350","0.150","""2025-10-22T14:14:40.894Z"""
"516","4","40k-50k","architecture","lod350plus","0.175","""2025-10-22T14:14:40.894Z"""
"517","4","40k-50k","structure","lod200","0.020","""2025-10-22T14:14:40.894Z"""
"518","4","40k-50k","structure","lod300","0.040","""2025-10-22T14:14:40.894Z"""
"519","4","40k-50k","structure","lod350","0.045","""2025-10-22T14:14:40.894Z"""
"520","4","40k-50k","structure","lod350plus","0.055","""2025-10-22T14:14:40.894Z"""
"521","4","40k-50k","mepf","lod200","0.030","""2025-10-22T14:14:40.894Z"""
"522","4","40k-50k","mepf","lod300","0.040","""2025-10-22T14:14:40.894Z"""
"523","4","40k-50k","mepf","lod350","0.045","""2025-10-22T14:14:40.894Z"""
"524","4","40k-50k","mepf","lod350plus","0.050","""2025-10-22T14:14:40.894Z"""
"525","4","40k-50k","site","lod200","0.010","""2025-10-22T14:14:40.894Z"""
"526","4","40k-50k","site","lod300","0.010","""2025-10-22T14:14:40.894Z"""
"527","4","40k-50k","site","lod350","0.012","""2025-10-22T14:14:40.894Z"""
"528","4","40k-50k","site","lod350plus","0.016","""2025-10-22T14:14:40.894Z"""
"529","4","50k-75k","architecture","lod200","0.065","""2025-10-22T14:14:40.894Z"""
"530","4","50k-75k","architecture","lod300","0.105","""2025-10-22T14:14:40.894Z"""
"531","4","50k-75k","architecture","lod350","0.122","""2025-10-22T14:14:40.894Z"""
"532","4","50k-75k","architecture","lod350plus","0.142","""2025-10-22T14:14:40.894Z"""
"533","4","50k-75k","structure","lod200","0.015","""2025-10-22T14:14:40.894Z"""
"534","4","50k-75k","structure","lod300","0.035","""2025-10-22T14:14:40.894Z"""
"535","4","50k-75k","structure","lod350","0.040","""2025-10-22T14:14:40.894Z"""
"536","4","50k-75k","structure","lod350plus","0.050","""2025-10-22T14:14:40.894Z"""
"537","4","50k-75k","mepf","lod200","0.030","""2025-10-22T14:14:40.894Z"""
"538","4","50k-75k","mepf","lod300","0.040","""2025-10-22T14:14:40.894Z"""
"539","4","50k-75k","mepf","lod350","0.045","""2025-10-22T14:14:40.894Z"""
"540","4","50k-75k","mepf","lod350plus","0.050","""2025-10-22T14:14:40.894Z"""
"541","4","50k-75k","site","lod200","0.010","""2025-10-22T14:14:40.894Z"""
"542","4","50k-75k","site","lod300","0.010","""2025-10-22T14:14:40.894Z"""
"543","4","50k-75k","site","lod350","0.012","""2025-10-22T14:14:40.894Z"""
"544","4","50k-75k","site","lod350plus","0.014","""2025-10-22T14:14:40.894Z"""
"545","4","75k-100k","architecture","lod200","0.045","""2025-10-22T14:14:40.894Z"""
"546","4","75k-100k","architecture","lod300","0.075","""2025-10-22T14:14:40.894Z"""
"547","4","75k-100k","architecture","lod350","0.101","""2025-10-22T14:14:40.894Z"""
"548","4","75k-100k","architecture","lod350plus","0.118","""2025-10-22T14:14:40.894Z"""
"549","4","75k-100k","structure","lod200","0.015","""2025-10-22T14:14:40.894Z"""
"550","4","75k-100k","structure","lod300","0.030","""2025-10-22T14:14:40.894Z"""
"551","4","75k-100k","structure","lod350","0.035","""2025-10-22T14:14:40.894Z"""
"552","4","75k-100k","structure","lod350plus","0.045","""2025-10-22T14:14:40.894Z"""
"553","4","75k-100k","mepf","lod200","0.030","""2025-10-22T14:14:40.894Z"""
"554","4","75k-100k","mepf","lod300","0.040","""2025-10-22T14:14:40.894Z"""
"555","4","75k-100k","mepf","lod350","0.045","""2025-10-22T14:14:40.894Z"""
"556","4","75k-100k","mepf","lod350plus","0.050","""2025-10-22T14:14:40.894Z"""
"557","4","75k-100k","site","lod200","0.010","""2025-10-22T14:14:40.894Z"""
"558","4","75k-100k","site","lod300","0.010","""2025-10-22T14:14:40.894Z"""
"559","4","75k-100k","site","lod350","0.010","""2025-10-22T14:14:40.894Z"""
"560","4","75k-100k","site","lod350plus","0.014","""2025-10-22T14:14:40.894Z"""
"561","4","100k+","architecture","lod200","0.030","""2025-10-22T14:14:40.894Z"""
"562","4","100k+","architecture","lod300","0.050","""2025-10-22T14:14:40.894Z"""
"563","4","100k+","architecture","lod350","0.064","""2025-10-22T14:14:40.894Z"""
"564","4","100k+","architecture","lod350plus","0.076","""2025-10-22T14:14:40.894Z"""
"565","4","100k+","structure","lod200","0.015","""2025-10-22T14:14:40.894Z"""
"566","4","100k+","structure","lod300","0.025","""2025-10-22T14:14:40.894Z"""
"567","4","100k+","structure","lod350","0.030","""2025-10-22T14:14:40.894Z"""
"568","4","100k+","structure","lod350plus","0.040","""2025-10-22T14:14:40.894Z"""
"569","4","100k+","mepf","lod200","0.025","""2025-10-22T14:14:40.894Z"""
"570","4","100k+","mepf","lod300","0.035","""2025-10-22T14:14:40.894Z"""
"571","4","100k+","mepf","lod350","0.040","""2025-10-22T14:14:40.894Z"""
"572","4","100k+","mepf","lod350plus","0.045","""2025-10-22T14:14:40.894Z"""
"573","4","100k+","site","lod200","0.010","""2025-10-22T14:14:40.894Z"""
"574","4","100k+","site","lod300","0.010","""2025-10-22T14:14:40.894Z"""
"575","4","100k+","site","lod350","0.010","""2025-10-22T14:14:40.894Z"""
"576","4","100k+","site","lod350plus","0.012","""2025-10-22T14:14:40.894Z"""
"577","5","0-5k","architecture","lod200","0.130","""2025-10-22T14:14:40.894Z"""
"578","5","0-5k","architecture","lod300","0.170","""2025-10-22T14:14:40.894Z"""
"579","5","0-5k","architecture","lod350","0.217","""2025-10-22T14:14:40.894Z"""
"580","5","0-5k","architecture","lod350plus","0.258","""2025-10-22T14:14:40.894Z"""
"581","5","0-5k","structure","lod200","0.035","""2025-10-22T14:14:40.894Z"""
"582","5","0-5k","structure","lod300","0.055","""2025-10-22T14:14:40.894Z"""
"583","5","0-5k","structure","lod350","0.065","""2025-10-22T14:14:40.894Z"""
"584","5","0-5k","structure","lod350plus","0.075","""2025-10-22T14:14:40.894Z"""
"585","5","0-5k","mepf","lod200","0.035","""2025-10-22T14:14:40.894Z"""
"586","5","0-5k","mepf","lod300","0.045","""2025-10-22T14:14:40.894Z"""
"587","5","0-5k","mepf","lod350","0.050","""2025-10-22T14:14:40.894Z"""
"588","5","0-5k","mepf","lod350plus","0.055","""2025-10-22T14:14:40.894Z"""
"589","5","0-5k","site","lod200","0.010","""2025-10-22T14:14:40.894Z"""
"590","5","0-5k","site","lod300","0.012","""2025-10-22T14:14:40.894Z"""
"591","5","0-5k","site","lod350","0.015","""2025-10-22T14:14:40.894Z"""
"592","5","0-5k","site","lod350plus","0.020","""2025-10-22T14:14:40.894Z"""
"593","5","5k-10k","architecture","lod200","0.125","""2025-10-22T14:14:40.894Z"""
"594","5","5k-10k","architecture","lod300","0.165","""2025-10-22T14:14:40.894Z"""
"595","5","5k-10k","architecture","lod350","0.206","""2025-10-22T14:14:40.894Z"""
"596","5","5k-10k","architecture","lod350plus","0.245","""2025-10-22T14:14:40.894Z"""
"597","5","5k-10k","structure","lod200","0.030","""2025-10-22T14:14:40.894Z"""
"598","5","5k-10k","structure","lod300","0.050","""2025-10-22T14:14:40.894Z"""
"599","5","5k-10k","structure","lod350","0.055","""2025-10-22T14:14:40.894Z"""
"600","5","5k-10k","structure","lod350plus","0.065","""2025-10-22T14:14:40.894Z"""
"601","5","5k-10k","mepf","lod200","0.035","""2025-10-22T14:14:40.954Z"""
"602","5","5k-10k","mepf","lod300","0.045","""2025-10-22T14:14:40.954Z"""
"603","5","5k-10k","mepf","lod350","0.050","""2025-10-22T14:14:40.954Z"""
"604","5","5k-10k","mepf","lod350plus","0.055","""2025-10-22T14:14:40.954Z"""
"605","5","5k-10k","site","lod200","0.010","""2025-10-22T14:14:40.954Z"""
"606","5","5k-10k","site","lod300","0.012","""2025-10-22T14:14:40.954Z"""
"607","5","5k-10k","site","lod350","0.015","""2025-10-22T14:14:40.954Z"""
"608","5","5k-10k","site","lod350plus","0.020","""2025-10-22T14:14:40.954Z"""
"609","5","10k-20k","architecture","lod200","0.120","""2025-10-22T14:14:40.954Z"""
"610","5","10k-20k","architecture","lod300","0.160","""2025-10-22T14:14:40.954Z"""
"611","5","10k-20k","architecture","lod350","0.200","""2025-10-22T14:14:40.954Z"""
"612","5","10k-20k","architecture","lod350plus","0.238","""2025-10-22T14:14:40.954Z"""
"613","5","10k-20k","structure","lod200","0.025","""2025-10-22T14:14:40.954Z"""
"614","5","10k-20k","structure","lod300","0.045","""2025-10-22T14:14:40.954Z"""
"615","5","10k-20k","structure","lod350","0.050","""2025-10-22T14:14:40.954Z"""
"616","5","10k-20k","structure","lod350plus","0.060","""2025-10-22T14:14:40.954Z"""
"617","5","10k-20k","mepf","lod200","0.030","""2025-10-22T14:14:40.954Z"""
"618","5","10k-20k","mepf","lod300","0.040","""2025-10-22T14:14:40.954Z"""
"619","5","10k-20k","mepf","lod350","0.045","""2025-10-22T14:14:40.954Z"""
"620","5","10k-20k","mepf","lod350plus","0.050","""2025-10-22T14:14:40.954Z"""
"621","5","10k-20k","site","lod200","0.010","""2025-10-22T14:14:40.954Z"""
"622","5","10k-20k","site","lod300","0.011","""2025-10-22T14:14:40.954Z"""
"623","5","10k-20k","site","lod350","0.013","""2025-10-22T14:14:40.954Z"""
"624","5","10k-20k","site","lod350plus","0.018","""2025-10-22T14:14:40.954Z"""
"625","5","20k-30k","architecture","lod200","0.110","""2025-10-22T14:14:40.954Z"""
"626","5","20k-30k","architecture","lod300","0.150","""2025-10-22T14:14:40.954Z"""
"627","5","20k-30k","architecture","lod350","0.186","""2025-10-22T14:14:40.954Z"""
"628","5","20k-30k","architecture","lod350plus","0.212","""2025-10-22T14:14:40.954Z"""
"629","5","20k-30k","structure","lod200","0.020","""2025-10-22T14:14:40.954Z"""
"630","5","20k-30k","structure","lod300","0.040","""2025-10-22T14:14:40.954Z"""
"631","5","20k-30k","structure","lod350","0.045","""2025-10-22T14:14:40.954Z"""
"632","5","20k-30k","structure","lod350plus","0.055","""2025-10-22T14:14:40.954Z"""
"633","5","20k-30k","mepf","lod200","0.030","""2025-10-22T14:14:40.954Z"""
"634","5","20k-30k","mepf","lod300","0.040","""2025-10-22T14:14:40.954Z"""
"635","5","20k-30k","mepf","lod350","0.045","""2025-10-22T14:14:40.954Z"""
"636","5","20k-30k","mepf","lod350plus","0.050","""2025-10-22T14:14:40.954Z"""
"637","5","20k-30k","site","lod200","0.010","""2025-10-22T14:14:40.954Z"""
"638","5","20k-30k","site","lod300","0.011","""2025-10-22T14:14:40.954Z"""
"639","5","20k-30k","site","lod350","0.013","""2025-10-22T14:14:40.954Z"""
"640","5","20k-30k","site","lod350plus","0.018","""2025-10-22T14:14:40.954Z"""
"641","5","30k-40k","architecture","lod200","0.110","""2025-10-22T14:14:40.954Z"""
"642","5","30k-40k","architecture","lod300","0.135","""2025-10-22T14:14:40.954Z"""
"643","5","30k-40k","architecture","lod350","0.176","""2025-10-22T14:14:40.954Z"""
"644","5","30k-40k","architecture","lod350plus","0.201","""2025-10-22T14:14:40.954Z"""
"645","5","30k-40k","structure","lod200","0.015","""2025-10-22T14:14:40.954Z"""
"646","5","30k-40k","structure","lod300","0.035","""2025-10-22T14:14:40.954Z"""
"647","5","30k-40k","structure","lod350","0.040","""2025-10-22T14:14:40.954Z"""
"648","5","30k-40k","structure","lod350plus","0.050","""2025-10-22T14:14:40.954Z"""
"649","5","30k-40k","mepf","lod200","0.030","""2025-10-22T14:14:40.954Z"""
"650","5","30k-40k","mepf","lod300","0.040","""2025-10-22T14:14:40.954Z"""
"651","5","30k-40k","mepf","lod350","0.045","""2025-10-22T14:14:40.954Z"""
"652","5","30k-40k","mepf","lod350plus","0.050","""2025-10-22T14:14:40.954Z"""
