"id","building_type_id","area_tier","discipline","lod","rate_per_sq_ft","updated_at"
"653","5","30k-40k","site","lod200","0.010","""2025-10-22T14:14:40.954Z"""
"654","5","30k-40k","site","lod300","0.010","""2025-10-22T14:14:40.954Z"""
"655","5","30k-40k","site","lod350","0.012","""2025-10-22T14:14:40.954Z"""
"656","5","30k-40k","site","lod350plus","0.016","""2025-10-22T14:14:40.954Z"""
"657","5","40k-50k","architecture","lod200","0.095","""2025-10-22T14:14:40.954Z"""
"658","5","40k-50k","architecture","lod300","0.130","""2025-10-22T14:14:40.954Z"""
"659","5","40k-50k","architecture","lod350","0.170","""2025-10-22T14:14:40.954Z"""
"660","5","40k-50k","architecture","lod350plus","0.195","""2025-10-22T14:14:40.954Z"""
"661","5","40k-50k","structure","lod200","0.015","""2025-10-22T14:14:40.954Z"""
"662","5","40k-50k","structure","lod300","0.030","""2025-10-22T14:14:40.954Z"""
"663","5","40k-50k","structure","lod350","0.035","""2025-10-22T14:14:40.954Z"""
"664","5","40k-50k","structure","lod350plus","0.045","""2025-10-22T14:14:40.954Z"""
"665","5","40k-50k","mepf","lod200","0.025","""2025-10-22T14:14:40.954Z"""
"666","5","40k-50k","mepf","lod300","0.035","""2025-10-22T14:14:40.954Z"""
"667","5","40k-50k","mepf","lod350","0.040","""2025-10-22T14:14:40.954Z"""
"668","5","40k-50k","mepf","lod350plus","0.045","""2025-10-22T14:14:40.954Z"""
"669","5","40k-50k","site","lod200","0.010","""2025-10-22T14:14:40.954Z"""
"670","5","40k-50k","site","lod300","0.010","""2025-10-22T14:14:40.954Z"""
"671","5","40k-50k","site","lod350","0.012","""2025-10-22T14:14:40.954Z"""
"672","5","40k-50k","site","lod350plus","0.016","""2025-10-22T14:14:40.954Z"""
"673","5","50k-75k","architecture","lod200","0.085","""2025-10-22T14:14:40.954Z"""
"674","5","50k-75k","architecture","lod300","0.125","""2025-10-22T14:14:40.954Z"""
"675","5","50k-75k","architecture","lod350","0.142","""2025-10-22T14:14:40.954Z"""
"676","5","50k-75k","architecture","lod350plus","0.162","""2025-10-22T14:14:40.954Z"""
"677","5","50k-75k","structure","lod200","0.010","""2025-10-22T14:14:40.954Z"""
"678","5","50k-75k","structure","lod300","0.025","""2025-10-22T14:14:40.954Z"""
"679","5","50k-75k","structure","lod350","0.030","""2025-10-22T14:14:40.954Z"""
"680","5","50k-75k","structure","lod350plus","0.040","""2025-10-22T14:14:40.954Z"""
"681","5","50k-75k","mepf","lod200","0.025","""2025-10-22T14:14:40.954Z"""
"682","5","50k-75k","mepf","lod300","0.035","""2025-10-22T14:14:40.954Z"""
"683","5","50k-75k","mepf","lod350","0.040","""2025-10-22T14:14:40.954Z"""
"684","5","50k-75k","mepf","lod350plus","0.045","""2025-10-22T14:14:40.954Z"""
"685","5","50k-75k","site","lod200","0.010","""2025-10-22T14:14:40.954Z"""
"686","5","50k-75k","site","lod300","0.010","""2025-10-22T14:14:40.954Z"""
"687","5","50k-75k","site","lod350","0.012","""2025-10-22T14:14:40.954Z"""
"688","5","50k-75k","site","lod350plus","0.014","""2025-10-22T14:14:40.954Z"""
"689","5","75k-100k","architecture","lod200","0.065","""2025-10-22T14:14:40.954Z"""
"690","5","75k-100k","architecture","lod300","0.095","""2025-10-22T14:14:40.954Z"""
"691","5","75k-100k","architecture","lod350","0.121","""2025-10-22T14:14:40.954Z"""
"692","5","75k-100k","architecture","lod350plus","0.138","""2025-10-22T14:14:40.954Z"""
"693","5","75k-100k","structure","lod200","0.010","""2025-10-22T14:14:40.954Z"""
"694","5","75k-100k","structure","lod300","0.020","""2025-10-22T14:14:40.954Z"""
"695","5","75k-100k","structure","lod350","0.025","""2025-10-22T14:14:40.954Z"""
"696","5","75k-100k","structure","lod350plus","0.035","""2025-10-22T14:14:40.954Z"""
"697","5","75k-100k","mepf","lod200","0.025","""2025-10-22T14:14:40.954Z"""
"698","5","75k-100k","mepf","lod300","0.035","""2025-10-22T14:14:40.954Z"""
"699","5","75k-100k","mepf","lod350","0.040","""2025-10-22T14:14:40.954Z"""
"700","5","75k-100k","mepf","lod350plus","0.045","""2025-10-22T14:14:40.954Z"""
"701","5","75k-100k","site","lod200","0.010","""2025-10-22T14:14:41.033Z"""
"702","5","75k-100k","site","lod300","0.010","""2025-10-22T14:14:41.033Z"""
"703","5","75k-100k","site","lod350","0.010","""2025-10-22T14:14:41.033Z"""
"704","5","75k-100k","site","lod350plus","0.014","""2025-10-22T14:14:41.033Z"""
"705","5","100k+","architecture","lod200","0.050","""2025-10-22T14:14:41.033Z"""
"706","5","100k+","architecture","lod300","0.070","""2025-10-22T14:14:41.033Z"""
"707","5","100k+","architecture","lod350","0.084","""2025-10-22T14:14:41.033Z"""
"708","5","100k+","architecture","lod350plus","0.096","""2025-10-22T14:14:41.033Z"""
"709","5","100k+","structure","lod200","0.010","""2025-10-22T14:14:41.033Z"""
"710","5","100k+","structure","lod300","0.015","""2025-10-22T14:14:41.033Z"""
"711","5","100k+","structure","lod350","0.020","""2025-10-22T14:14:41.033Z"""
"712","5","100k+","structure","lod350plus","0.030","""2025-10-22T14:14:41.033Z"""
"713","5","100k+","mepf","lod200","0.020","""2025-10-22T14:14:41.033Z"""
"714","5","100k+","mepf","lod300","0.030","""2025-10-22T14:14:41.033Z"""
"715","5","100k+","mepf","lod350","0.035","""2025-10-22T14:14:41.033Z"""
"716","5","100k+","mepf","lod350plus","0.040","""2025-10-22T14:14:41.033Z"""
"717","5","100k+","site","lod200","0.010","""2025-10-22T14:14:41.033Z"""
"718","5","100k+","site","lod300","0.010","""2025-10-22T14:14:41.033Z"""
"719","5","100k+","site","lod350","0.010","""2025-10-22T14:14:41.033Z"""
"720","5","100k+","site","lod350plus","0.012","""2025-10-22T14:14:41.033Z"""
"721","6","0-5k","architecture","lod200","0.105","""2025-10-22T14:14:41.033Z"""
"722","6","0-5k","architecture","lod300","0.145","""2025-10-22T14:14:41.033Z"""
"723","6","0-5k","architecture","lod350","0.192","""2025-10-22T14:14:41.033Z"""
"724","6","0-5k","architecture","lod350plus","0.233","""2025-10-22T14:14:41.033Z"""
"725","6","0-5k","structure","lod200","0.050","""2025-10-22T14:14:41.033Z"""
"726","6","0-5k","structure","lod300","0.070","""2025-10-22T14:14:41.033Z"""
"727","6","0-5k","structure","lod350","0.080","""2025-10-22T14:14:41.033Z"""
"728","6","0-5k","structure","lod350plus","0.090","""2025-10-22T14:14:41.033Z"""
"729","6","0-5k","mepf","lod200","0.045","""2025-10-22T14:14:41.033Z"""
"730","6","0-5k","mepf","lod300","0.055","""2025-10-22T14:14:41.033Z"""
"731","6","0-5k","mepf","lod350","0.060","""2025-10-22T14:14:41.033Z"""
"732","6","0-5k","mepf","lod350plus","0.065","""2025-10-22T14:14:41.033Z"""
"733","6","0-5k","site","lod200","0.010","""2025-10-22T14:14:41.033Z"""
"734","6","0-5k","site","lod300","0.012","""2025-10-22T14:14:41.033Z"""
"735","6","0-5k","site","lod350","0.015","""2025-10-22T14:14:41.033Z"""
"736","6","0-5k","site","lod350plus","0.020","""2025-10-22T14:14:41.033Z"""
"737","6","5k-10k","architecture","lod200","0.100","""2025-10-22T14:14:41.033Z"""
"738","6","5k-10k","architecture","lod300","0.140","""2025-10-22T14:14:41.033Z"""
"739","6","5k-10k","architecture","lod350","0.181","""2025-10-22T14:14:41.033Z"""
"740","6","5k-10k","architecture","lod350plus","0.220","""2025-10-22T14:14:41.033Z"""
"741","6","5k-10k","structure","lod200","0.045","""2025-10-22T14:14:41.033Z"""
"742","6","5k-10k","structure","lod300","0.065","""2025-10-22T14:14:41.033Z"""
"743","6","5k-10k","structure","lod350","0.070","""2025-10-22T14:14:41.033Z"""
"744","6","5k-10k","structure","lod350plus","0.080","""2025-10-22T14:14:41.033Z"""
"745","6","5k-10k","mepf","lod200","0.045","""2025-10-22T14:14:41.033Z"""
"746","6","5k-10k","mepf","lod300","0.055","""2025-10-22T14:14:41.033Z"""
"747","6","5k-10k","mepf","lod350","0.060","""2025-10-22T14:14:41.033Z"""
"748","6","5k-10k","mepf","lod350plus","0.065","""2025-10-22T14:14:41.033Z"""
"749","6","5k-10k","site","lod200","0.010","""2025-10-22T14:14:41.033Z"""
"750","6","5k-10k","site","lod300","0.012","""2025-10-22T14:14:41.033Z"""
"751","6","5k-10k","site","lod350","0.015","""2025-10-22T14:14:41.033Z"""
"752","6","5k-10k","site","lod350plus","0.020","""2025-10-22T14:14:41.033Z"""
"753","6","10k-20k","architecture","lod200","0.095","""2025-10-22T14:14:41.033Z"""
"754","6","10k-20k","architecture","lod300","0.135","""2025-10-22T14:14:41.033Z"""
"755","6","10k-20k","architecture","lod350","0.175","""2025-10-22T14:14:41.033Z"""
"756","6","10k-20k","architecture","lod350plus","0.213","""2025-10-22T14:14:41.033Z"""
"757","6","10k-20k","structure","lod200","0.040","""2025-10-22T14:14:41.033Z"""
"758","6","10k-20k","structure","lod300","0.060","""2025-10-22T14:14:41.033Z"""
"759","6","10k-20k","structure","lod350","0.065","""2025-10-22T14:14:41.033Z"""
"760","6","10k-20k","structure","lod350plus","0.075","""2025-10-22T14:14:41.033Z"""
"761","6","10k-20k","mepf","lod200","0.040","""2025-10-22T14:14:41.033Z"""
"762","6","10k-20k","mepf","lod300","0.050","""2025-10-22T14:14:41.033Z"""
"763","6","10k-20k","mepf","lod350","0.055","""2025-10-22T14:14:41.033Z"""
"764","6","10k-20k","mepf","lod350plus","0.060","""2025-10-22T14:14:41.033Z"""
"765","6","10k-20k","site","lod200","0.010","""2025-10-22T14:14:41.033Z"""
"766","6","10k-20k","site","lod300","0.011","""2025-10-22T14:14:41.033Z"""
"767","6","10k-20k","site","lod350","0.013","""2025-10-22T14:14:41.033Z"""
"768","6","10k-20k","site","lod350plus","0.018","""2025-10-22T14:14:41.033Z"""
"769","6","20k-30k","architecture","lod200","0.090","""2025-10-22T14:14:41.033Z"""
"770","6","20k-30k","architecture","lod300","0.130","""2025-10-22T14:14:41.033Z"""
"771","6","20k-30k","architecture","lod350","0.161","""2025-10-22T14:14:41.033Z"""
"772","6","20k-30k","architecture","lod350plus","0.187","""2025-10-22T14:14:41.033Z"""
"773","6","20k-30k","structure","lod200","0.035","""2025-10-22T14:14:41.033Z"""
"774","6","20k-30k","structure","lod300","0.055","""2025-10-22T14:14:41.033Z"""
"775","6","20k-30k","structure","lod350","0.060","""2025-10-22T14:14:41.033Z"""
"776","6","20k-30k","structure","lod350plus","0.070","""2025-10-22T14:14:41.033Z"""
"777","6","20k-30k","mepf","lod200","0.040","""2025-10-22T14:14:41.033Z"""
"778","6","20k-30k","mepf","lod300","0.050","""2025-10-22T14:14:41.033Z"""
"779","6","20k-30k","mepf","lod350","0.055","""2025-10-22T14:14:41.033Z"""
"780","6","20k-30k","mepf","lod350plus","0.060","""2025-10-22T14:14:41.033Z"""
"781","6","20k-30k","site","lod200","0.010","""2025-10-22T14:14:41.033Z"""
"782","6","20k-30k","site","lod300","0.011","""2025-10-22T14:14:41.033Z"""
"783","6","20k-30k","site","lod350","0.013","""2025-10-22T14:14:41.033Z"""
"784","6","20k-30k","site","lod350plus","0.018","""2025-10-22T14:14:41.033Z"""
"785","6","30k-40k","architecture","lod200","0.085","""2025-10-22T14:14:41.033Z"""
"786","6","30k-40k","architecture","lod300","0.125","""2025-10-22T14:14:41.033Z"""
"787","6","30k-40k","architecture","lod350","0.156","""2025-10-22T14:14:41.033Z"""
"788","6","30k-40k","architecture","lod350plus","0.181","""2025-10-22T14:14:41.033Z"""
"789","6","30k-40k","structure","lod200","0.030","""2025-10-22T14:14:41.033Z"""
"790","6","30k-40k","structure","lod300","0.050","""2025-10-22T14:14:41.033Z"""
"791","6","30k-40k","structure","lod350","0.055","""2025-10-22T14:14:41.033Z"""
"792","6","30k-40k","structure","lod350plus","0.065","""2025-10-22T14:14:41.033Z"""
"793","6","30k-40k","mepf","lod200","0.040","""2025-10-22T14:14:41.033Z"""
"794","6","30k-40k","mepf","lod300","0.050","""2025-10-22T14:14:41.033Z"""
"795","6","30k-40k","mepf","lod350","0.055","""2025-10-22T14:14:41.033Z"""
"796","6","30k-40k","mepf","lod350plus","0.060","""2025-10-22T14:14:41.033Z"""
"797","6","30k-40k","site","lod200","0.010","""2025-10-22T14:14:41.033Z"""
"798","6","30k-40k","site","lod300","0.010","""2025-10-22T14:14:41.033Z"""
"799","6","30k-40k","site","lod350","0.012","""2025-10-22T14:14:41.033Z"""
"800","6","30k-40k","site","lod350plus","0.016","""2025-10-22T14:14:41.033Z"""
"801","6","40k-50k","architecture","lod200","0.080","""2025-10-22T14:14:41.088Z"""
"802","6","40k-50k","architecture","lod300","0.120","""2025-10-22T14:14:41.088Z"""
"803","6","40k-50k","architecture","lod350","0.150","""2025-10-22T14:14:41.088Z"""
"804","6","40k-50k","architecture","lod350plus","0.175","""2025-10-22T14:14:41.088Z"""
"805","6","40k-50k","structure","lod200","0.025","""2025-10-22T14:14:41.088Z"""
"806","6","40k-50k","structure","lod300","0.045","""2025-10-22T14:14:41.088Z"""
"807","6","40k-50k","structure","lod350","0.050","""2025-10-22T14:14:41.088Z"""
"808","6","40k-50k","structure","lod350plus","0.060","""2025-10-22T14:14:41.088Z"""
"809","6","40k-50k","mepf","lod200","0.035","""2025-10-22T14:14:41.088Z"""
"810","6","40k-50k","mepf","lod300","0.045","""2025-10-22T14:14:41.088Z"""
"811","6","40k-50k","mepf","lod350","0.050","""2025-10-22T14:14:41.088Z"""
"812","6","40k-50k","mepf","lod350plus","0.055","""2025-10-22T14:14:41.088Z"""
"813","6","40k-50k","site","lod200","0.010","""2025-10-22T14:14:41.088Z"""
"814","6","40k-50k","site","lod300","0.010","""2025-10-22T14:14:41.088Z"""
"815","6","40k-50k","site","lod350","0.012","""2025-10-22T14:14:41.088Z"""
"816","6","40k-50k","site","lod350plus","0.016","""2025-10-22T14:14:41.088Z"""
"817","6","50k-75k","architecture","lod200","0.065","""2025-10-22T14:14:41.088Z"""
"818","6","50k-75k","architecture","lod300","0.105","""2025-10-22T14:14:41.088Z"""
"819","6","50k-75k","architecture","lod350","0.122","""2025-10-22T14:14:41.088Z"""
"820","6","50k-75k","architecture","lod350plus","0.142","""2025-10-22T14:14:41.088Z"""
"821","6","50k-75k","structure","lod200","0.020","""2025-10-22T14:14:41.088Z"""
"822","6","50k-75k","structure","lod300","0.040","""2025-10-22T14:14:41.088Z"""
"823","6","50k-75k","structure","lod350","0.045","""2025-10-22T14:14:41.088Z"""
"824","6","50k-75k","structure","lod350plus","0.055","""2025-10-22T14:14:41.088Z"""
"825","6","50k-75k","mepf","lod200","0.035","""2025-10-22T14:14:41.088Z"""
"826","6","50k-75k","mepf","lod300","0.045","""2025-10-22T14:14:41.088Z"""
"827","6","50k-75k","mepf","lod350","0.050","""2025-10-22T14:14:41.088Z"""
"828","6","50k-75k","mepf","lod350plus","0.055","""2025-10-22T14:14:41.088Z"""
"829","6","50k-75k","site","lod200","0.010","""2025-10-22T14:14:41.088Z"""
"830","6","50k-75k","site","lod300","0.010","""2025-10-22T14:14:41.088Z"""
"831","6","50k-75k","site","lod350","0.012","""2025-10-22T14:14:41.088Z"""
"832","6","50k-75k","site","lod350plus","0.014","""2025-10-22T14:14:41.088Z"""
"833","6","75k-100k","architecture","lod200","0.045","""2025-10-22T14:14:41.088Z"""
"834","6","75k-100k","architecture","lod300","0.075","""2025-10-22T14:14:41.088Z"""
"835","6","75k-100k","architecture","lod350","0.101","""2025-10-22T14:14:41.088Z"""
"836","6","75k-100k","architecture","lod350plus","0.118","""2025-10-22T14:14:41.088Z"""
"837","6","75k-100k","structure","lod200","0.020","""2025-10-22T14:14:41.088Z"""
"838","6","75k-100k","structure","lod300","0.035","""2025-10-22T14:14:41.088Z"""
"839","6","75k-100k","structure","lod350","0.040","""2025-10-22T14:14:41.088Z"""
"840","6","75k-100k","structure","lod350plus","0.050","""2025-10-22T14:14:41.088Z"""
"841","6","75k-100k","mepf","lod200","0.035","""2025-10-22T14:14:41.088Z"""
"842","6","75k-100k","mepf","lod300","0.045","""2025-10-22T14:14:41.088Z"""
"843","6","75k-100k","mepf","lod350","0.050","""2025-10-22T14:14:41.088Z"""
"844","6","75k-100k","mepf","lod350plus","0.055","""2025-10-22T14:14:41.088Z"""
"845","6","75k-100k","site","lod200","0.010","""2025-10-22T14:14:41.088Z"""
"846","6","75k-100k","site","lod300","0.010","""2025-10-22T14:14:41.088Z"""
"847","6","75k-100k","site","lod350","0.010","""2025-10-22T14:14:41.088Z"""
"848","6","75k-100k","site","lod350plus","0.014","""2025-10-22T14:14:41.088Z"""
"849","6","100k+","architecture","lod200","0.030","""2025-10-22T14:14:41.088Z"""
"850","6","100k+","architecture","lod300","0.050","""2025-10-22T14:14:41.088Z"""
"851","6","100k+","architecture","lod350","0.064","""2025-10-22T14:14:41.088Z"""
"852","6","100k+","architecture","lod350plus","0.076","""2025-10-22T14:14:41.088Z"""
"853","6","100k+","structure","lod200","0.020","""2025-10-22T14:14:41.088Z"""
"854","6","100k+","structure","lod300","0.030","""2025-10-22T14:14:41.088Z"""
"855","6","100k+","structure","lod350","0.035","""2025-10-22T14:14:41.088Z"""
"856","6","100k+","structure","lod350plus","0.045","""2025-10-22T14:14:41.088Z"""
"857","6","100k+","mepf","lod200","0.030","""2025-10-22T14:14:41.088Z"""
"858","6","100k+","mepf","lod300","0.040","""2025-10-22T14:14:41.088Z"""
"859","6","100k+","mepf","lod350","0.045","""2025-10-22T14:14:41.088Z"""
"860","6","100k+","mepf","lod350plus","0.050","""2025-10-22T14:14:41.088Z"""
"861","6","100k+","site","lod200","0.010","""2025-10-22T14:14:41.088Z"""
"862","6","100k+","site","lod300","0.010","""2025-10-22T14:14:41.088Z"""
"863","6","100k+","site","lod350","0.010","""2025-10-22T14:14:41.088Z"""
"864","6","100k+","site","lod350plus","0.012","""2025-10-22T14:14:41.088Z"""
"865","7","0-5k","architecture","lod200","0.115","""2025-10-22T14:14:41.088Z"""
"866","7","0-5k","architecture","lod300","0.155","""2025-10-22T14:14:41.088Z"""
"867","7","0-5k","architecture","lod350","0.202","""2025-10-22T14:14:41.088Z"""
"868","7","0-5k","architecture","lod350plus","0.243","""2025-10-22T14:14:41.088Z"""
"869","7","0-5k","structure","lod200","0.040","""2025-10-22T14:14:41.088Z"""
"870","7","0-5k","structure","lod300","0.060","""2025-10-22T14:14:41.088Z"""
"871","7","0-5k","structure","lod350","0.070","""2025-10-22T14:14:41.088Z"""
"872","7","0-5k","structure","lod350plus","0.080","""2025-10-22T14:14:41.088Z"""
"873","7","0-5k","mepf","lod200","0.030","""2025-10-22T14:14:41.088Z"""
"874","7","0-5k","mepf","lod300","0.040","""2025-10-22T14:14:41.088Z"""
"875","7","0-5k","mepf","lod350","0.045","""2025-10-22T14:14:41.088Z"""
"876","7","0-5k","mepf","lod350plus","0.050","""2025-10-22T14:14:41.088Z"""
"877","7","0-5k","site","lod200","0.020","""2025-10-22T14:14:41.088Z"""
"878","7","0-5k","site","lod300","0.022","""2025-10-22T14:14:41.088Z"""
"879","7","0-5k","site","lod350","0.025","""2025-10-22T14:14:41.088Z"""
"880","7","0-5k","site","lod350plus","0.030","""2025-10-22T14:14:41.088Z"""
"881","7","5k-10k","architecture","lod200","0.110","""2025-10-22T14:14:41.088Z"""
"882","7","5k-10k","architecture","lod300","0.150","""2025-10-22T14:14:41.088Z"""
"883","7","5k-10k","architecture","lod350","0.191","""2025-10-22T14:14:41.088Z"""
"884","7","5k-10k","architecture","lod350plus","0.230","""2025-10-22T14:14:41.088Z"""
"885","7","5k-10k","structure","lod200","0.035","""2025-10-22T14:14:41.088Z"""
"886","7","5k-10k","structure","lod300","0.055","""2025-10-22T14:14:41.088Z"""
"887","7","5k-10k","structure","lod350","0.060","""2025-10-22T14:14:41.088Z"""
"888","7","5k-10k","structure","lod350plus","0.070","""2025-10-22T14:14:41.088Z"""
"889","7","5k-10k","mepf","lod200","0.030","""2025-10-22T14:14:41.088Z"""
"890","7","5k-10k","mepf","lod300","0.040","""2025-10-22T14:14:41.088Z"""
"891","7","5k-10k","mepf","lod350","0.045","""2025-10-22T14:14:41.088Z"""
"892","7","5k-10k","mepf","lod350plus","0.050","""2025-10-22T14:14:41.088Z"""
"893","7","5k-10k","site","lod200","0.020","""2025-10-22T14:14:41.088Z"""
"894","7","5k-10k","site","lod300","0.022","""2025-10-22T14:14:41.088Z"""
"895","7","5k-10k","site","lod350","0.025","""2025-10-22T14:14:41.088Z"""
"896","7","5k-10k","site","lod350plus","0.030","""2025-10-22T14:14:41.088Z"""
"897","7","10k-20k","architecture","lod200","0.105","""2025-10-22T14:14:41.088Z"""
"898","7","10k-20k","architecture","lod300","0.145","""2025-10-22T14:14:41.088Z"""
"899","7","10k-20k","architecture","lod350","0.185","""2025-10-22T14:14:41.088Z"""
"900","7","10k-20k","architecture","lod350plus","0.223","""2025-10-22T14:14:41.088Z"""
"901","7","10k-20k","structure","lod200","0.030","""2025-10-22T14:14:41.137Z"""
"902","7","10k-20k","structure","lod300","0.050","""2025-10-22T14:14:41.137Z"""
"903","7","10k-20k","structure","lod350","0.055","""2025-10-22T14:14:41.137Z"""
"904","7","10k-20k","structure","lod350plus","0.065","""2025-10-22T14:14:41.137Z"""
"905","7","10k-20k","mepf","lod200","0.025","""2025-10-22T14:14:41.137Z"""
"906","7","10k-20k","mepf","lod300","0.035","""2025-10-22T14:14:41.137Z"""
"907","7","10k-20k","mepf","lod350","0.040","""2025-10-22T14:14:41.137Z"""
"908","7","10k-20k","mepf","lod350plus","0.045","""2025-10-22T14:14:41.137Z"""
"909","7","10k-20k","site","lod200","0.020","""2025-10-22T14:14:41.137Z"""
"910","7","10k-20k","site","lod300","0.021","""2025-10-22T14:14:41.137Z"""
"911","7","10k-20k","site","lod350","0.023","""2025-10-22T14:14:41.137Z"""
"912","7","10k-20k","site","lod350plus","0.028","""2025-10-22T14:14:41.137Z"""
"913","7","20k-30k","architecture","lod200","0.100","""2025-10-22T14:14:41.137Z"""
"914","7","20k-30k","architecture","lod300","0.140","""2025-10-22T14:14:41.137Z"""
"915","7","20k-30k","architecture","lod350","0.171","""2025-10-22T14:14:41.137Z"""
"916","7","20k-30k","architecture","lod350plus","0.197","""2025-10-22T14:14:41.137Z"""
"917","7","20k-30k","structure","lod200","0.025","""2025-10-22T14:14:41.137Z"""
"918","7","20k-30k","structure","lod300","0.045","""2025-10-22T14:14:41.137Z"""
"919","7","20k-30k","structure","lod350","0.050","""2025-10-22T14:14:41.137Z"""
"920","7","20k-30k","structure","lod350plus","0.060","""2025-10-22T14:14:41.137Z"""
"921","7","20k-30k","mepf","lod200","0.025","""2025-10-22T14:14:41.137Z"""
"922","7","20k-30k","mepf","lod300","0.035","""2025-10-22T14:14:41.137Z"""
"923","7","20k-30k","mepf","lod350","0.040","""2025-10-22T14:14:41.137Z"""
"924","7","20k-30k","mepf","lod350plus","0.045","""2025-10-22T14:14:41.137Z"""
"925","7","20k-30k","site","lod200","0.020","""2025-10-22T14:14:41.137Z"""
"926","7","20k-30k","site","lod300","0.021","""2025-10-22T14:14:41.137Z"""
"927","7","20k-30k","site","lod350","0.023","""2025-10-22T14:14:41.137Z"""
"928","7","20k-30k","site","lod350plus","0.028","""2025-10-22T14:14:41.137Z"""
"929","7","30k-40k","architecture","lod200","0.090","""2025-10-22T14:14:41.137Z"""
"930","7","30k-40k","architecture","lod300","0.125","""2025-10-22T14:14:41.137Z"""
"931","7","30k-40k","architecture","lod350","0.166","""2025-10-22T14:14:41.137Z"""
"932","7","30k-40k","architecture","lod350plus","0.191","""2025-10-22T14:14:41.137Z"""
"933","7","30k-40k","structure","lod200","0.020","""2025-10-22T14:14:41.137Z"""
"934","7","30k-40k","structure","lod300","0.040","""2025-10-22T14:14:41.137Z"""
"935","7","30k-40k","structure","lod350","0.045","""2025-10-22T14:14:41.137Z"""
"936","7","30k-40k","structure","lod350plus","0.055","""2025-10-22T14:14:41.137Z"""
"937","7","30k-40k","mepf","lod200","0.025","""2025-10-22T14:14:41.137Z"""
"938","7","30k-40k","mepf","lod300","0.035","""2025-10-22T14:14:41.137Z"""
"939","7","30k-40k","mepf","lod350","0.040","""2025-10-22T14:14:41.137Z"""
"940","7","30k-40k","mepf","lod350plus","0.045","""2025-10-22T14:14:41.137Z"""
"941","7","30k-40k","site","lod200","0.020","""2025-10-22T14:14:41.137Z"""
"942","7","30k-40k","site","lod300","0.020","""2025-10-22T14:14:41.137Z"""
"943","7","30k-40k","site","lod350","0.022","""2025-10-22T14:14:41.137Z"""
"944","7","30k-40k","site","lod350plus","0.026","""2025-10-22T14:14:41.137Z"""
"945","7","40k-50k","architecture","lod200","0.085","""2025-10-22T14:14:41.137Z"""
"946","7","40k-50k","architecture","lod300","0.120","""2025-10-22T14:14:41.137Z"""
"947","7","40k-50k","architecture","lod350","0.160","""2025-10-22T14:14:41.137Z"""
"948","7","40k-50k","architecture","lod350plus","0.185","""2025-10-22T14:14:41.137Z"""
"949","7","40k-50k","structure","lod200","0.015","""2025-10-22T14:14:41.137Z"""
"950","7","40k-50k","structure","lod300","0.035","""2025-10-22T14:14:41.137Z"""
"951","7","40k-50k","structure","lod350","0.040","""2025-10-22T14:14:41.137Z"""
"952","7","40k-50k","structure","lod350plus","0.050","""2025-10-22T14:14:41.137Z"""
"953","7","40k-50k","mepf","lod200","0.020","""2025-10-22T14:14:41.137Z"""
"954","7","40k-50k","mepf","lod300","0.030","""2025-10-22T14:14:41.137Z"""
"955","7","40k-50k","mepf","lod350","0.035","""2025-10-22T14:14:41.137Z"""
"956","7","40k-50k","mepf","lod350plus","0.040","""2025-10-22T14:14:41.137Z"""
"957","7","40k-50k","site","lod200","0.020","""2025-10-22T14:14:41.137Z"""
"958","7","40k-50k","site","lod300","0.020","""2025-10-22T14:14:41.137Z"""
"959","7","40k-50k","site","lod350","0.022","""2025-10-22T14:14:41.137Z"""
"960","7","40k-50k","site","lod350plus","0.026","""2025-10-22T14:14:41.137Z"""
"961","7","50k-75k","architecture","lod200","0.070","""2025-10-22T14:14:41.137Z"""
"962","7","50k-75k","architecture","lod300","0.110","""2025-10-22T14:14:41.137Z"""
"963","7","50k-75k","architecture","lod350","0.132","""2025-10-22T14:14:41.137Z"""
"964","7","50k-75k","architecture","lod350plus","0.152","""2025-10-22T14:14:41.137Z"""
"965","7","50k-75k","structure","lod200","0.010","""2025-10-22T14:14:41.137Z"""
"966","7","50k-75k","structure","lod300","0.030","""2025-10-22T14:14:41.137Z"""
"967","7","50k-75k","structure","lod350","0.035","""2025-10-22T14:14:41.137Z"""
"968","7","50k-75k","structure","lod350plus","0.045","""2025-10-22T14:14:41.137Z"""
"969","7","50k-75k","mepf","lod200","0.020","""2025-10-22T14:14:41.137Z"""
"970","7","50k-75k","mepf","lod300","0.030","""2025-10-22T14:14:41.137Z"""
"971","7","50k-75k","mepf","lod350","0.035","""2025-10-22T14:14:41.137Z"""
"972","7","50k-75k","mepf","lod350plus","0.040","""2025-10-22T14:14:41.137Z"""
"973","7","50k-75k","site","lod200","0.020","""2025-10-22T14:14:41.137Z"""
"974","7","50k-75k","site","lod300","0.020","""2025-10-22T14:14:41.137Z"""
"975","7","50k-75k","site","lod350","0.022","""2025-10-22T14:14:41.137Z"""
"976","7","50k-75k","site","lod350plus","0.024","""2025-10-22T14:14:41.137Z"""
"977","7","75k-100k","architecture","lod200","0.055","""2025-10-22T14:14:41.137Z"""
"978","7","75k-100k","architecture","lod300","0.085","""2025-10-22T14:14:41.137Z"""
"979","7","75k-100k","architecture","lod350","0.111","""2025-10-22T14:14:41.137Z"""
"980","7","75k-100k","architecture","lod350plus","0.128","""2025-10-22T14:14:41.137Z"""
